,month_cos,month_sin,day_type_cos,day_type_sin,hour_cos,hour_sin,outdoor_dry_bulb_temperature,outdoor_dry_bulb_temperature_predicted_6h,outdoor_dry_bulb_temperature_predicted_12h,outdoor_dry_bulb_temperature_predicted_24h,outdoor_relative_humidity,outdoor_relative_humidity_predicted_6h,outdoor_relative_humidity_predicted_12h,outdoor_relative_humidity_predicted_24h,diffuse_solar_irradiance,diffuse_solar_irradiance_predicted_6h,diffuse_solar_irradiance_predicted_12h,diffuse_solar_irradiance_predicted_24h,direct_solar_irradiance,direct_solar_irradiance_predicted_6h,direct_solar_irradiance_predicted_12h,direct_solar_irradiance_predicted_24h,carbon_intensity,non_shiftable_load,solar_generation,electrical_storage_soc,net_electricity_consumption,electricity_pricing,electricity_pricing_predicted_6h,electricity_pricing_predicted_12h,electricity_pricing_predicted_24h,a
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
5,0.20079320669174194,0.01698729768395424,0.8035534024238586,0.8035534024238586,0.5794095396995544,0.9909418821334839,0.5274435877799988,0.6740601658821106,0.6327067613601685,0.5274435877799988,0.8388888835906982,0.7277777791023254,0.7833333611488342,0.8762823343276978,0.05000000074505806,0.9377427101135254,0.33544737100601196,0.05000000074505806,0.05000000074505806,0.8434131741523743,0.3655298948287964,0.0,0.3648524582386017,0.08885057270526886,0.05000000074505806,0.05000000074505806,1.0,0.05932217463850975,0.0,1.0,0.08030302822589874,10
6,0.24810804426670074,0.024279408156871796,0.8831091523170471,0.803950309753418,0.4652183949947357,0.9984675049781799,0.5274435877799988,0.696616530418396,0.5983421802520752,0.550000011920929,0.7853803038597107,0.6454601883888245,0.7906131148338318,0.853268563747406,0.07450210303068161,0.920501172542572,0.19718384742736816,0.0592445433139801,0.1549025923013687,0.8091136813163757,0.287944495677948,0.026637326925992966,0.3918099105358124,0.13404591381549835,0.009869445115327835,0.056951362639665604,0.9998458623886108,0.005824435502290726,0.0032336097210645676,1.0,0.019547143951058388,10
7,0.20000000298023224,0.03531700000166893,0.879543125629425,0.9035534262657166,0.42059049010276794,0.9329628944396973,0.468796968460083,0.5966165065765381,0.5139097571372986,0.4913533926010132,0.8166666626930237,0.6277777552604675,0.7053884267807007,0.9055555462837219,0.14764012396335602,0.9998525381088257,0.07654867321252823,0.06406095623970032,0.4158971607685089,0.7338404655456543,0.1393066644668579,0.0,0.4944520592689514,0.1863471269607544,0.0,0.02492133155465126,0.9386179447174072,0.08030302822589874,0.08030302822589874,0.949999988079071,0.08030302822589874,3
8,0.20000000298023224,0.07659043371677399,0.8035534024238586,0.9035534262657166,0.30000001192092896,0.8830127120018005,0.5327067375183105,0.5740601420402527,0.4913533926010132,0.4913533926010132,0.75,0.75,0.7833333611488342,0.9055555462837219,0.36297935247421265,0.621583104133606,0.019794102758169174,0.19778761267662048,0.5711961984634399,0.2553515136241913,0.0,0.027649525552988052,0.6205188035964966,0.35499364137649536,0.0,0.05666474997997284,1.0,0.08030302822589874,0.0,1.0,0.08030302822589874,7
9,0.20000000298023224,0.01698729768395424,0.9035534262657166,0.832035481929779,0.19644661247730255,0.8035534024238586,0.5740601420402527,0.5966165065765381,0.5139097571372986,0.4913533926010132,0.6277777552604675,0.6277777552604675,0.6166666746139526,0.8722222447395325,0.4947394132614136,0.5632743239402771,0.05000000074505806,0.23711897432804108,0.4652150869369507,0.11118650436401367,0.05000000074505806,0.0867261290550232,0.6768099665641785,0.5411692261695862,0.0,0.0,1.0,0.08030302822589874,0.08030302822589874,0.08030302822589874,0.08030302822589874,3
10,0.20000000298023224,0.11144845932722092,0.8035534024238586,0.9035534262657166,0.11698730289936066,0.699999988079071,0.5552631616592407,0.5740601420402527,0.5139097571372986,0.5552631616592407,0.7414392828941345,0.6277777552604675,0.75,0.7833333611488342,0.7149950861930847,0.41483017802238464,0.05000000074505806,0.37871187925338745,0.7201993465423584,0.13258132338523865,0.05000000074505806,0.134556844830513,0.7239821553230286,0.6031712889671326,0.0,0.0,1.0,0.08030302822589874,0.9672781229019165,0.08030302822589874,0.08030302822589874,3
11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
16,0.24227501451969147,0.01698729768395424,0.8035534024238586,0.8035534024238586,0.30000001192092896,0.01698729768395424,0.6740601658821106,0.6139097809791565,0.550000011920929,0.696616530418396,0.6277777552604675,0.6499999761581421,0.9388889074325562,0.6833333373069763,0.38657817244529724,0.05000000074505806,0.05000000074505806,0.5704522728919983,0.23258131742477417,0.0,0.0,0.6876705288887024,0.7771322727203369,0.20175805687904358,0.0,0.9092614650726318,1.0,1.0,0.0,0.08030302822589874,1.0,8
17,0.30000001192092896,0.11698730289936066,0.8035534024238586,0.8078901171684265,0.32059046626091003,0.0,0.631405234336853,0.468796968460083,0.42744359374046326,0.6122130751609802,0.6833333373069763,0.8388888835906982,0.8722221851348877,0.5944444537162781,0.33544737100601196,0.0,0.05000000074505806,0.48559489846229553,0.3655298948287964,0.05000000074505806,0.05000000074505806,0.6638510227203369,0.8813764452934265,0.0,0.05059313401579857,0.8511213064193726,0.9367609024047852,0.949999988079071,0.08030302822589874,0.0,1.0,15
18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
30,0.22818374633789062,0.01698729768395424,0.5488715171813965,0.959947407245636,0.44999998807907104,1.0,0.550000011920929,0.6740601658821106,0.7154135704040527,0.5687969923019409,0.8744016885757446,0.6277777552604675,0.7166666388511658,0.7722222208976746,0.06474926322698593,0.6291543841362,0.1909046173095703,0.07654867321252823,0.03761684149503708,0.20110177993774414,0.3036201298236847,0.20110177993774414,0.5247979760169983,0.08151449263095856,0.05015936493873596,0.05000000074505806,0.9389463663101196,0.0,0.0,0.949999988079071,0.0,11
31,0.20000000298023224,0.11698730289936066,0.44999998807907104,1.0,0.42059049010276794,0.9329628944396973,0.4913533926010132,0.5289473533630371,0.598298192024231,0.5327067375183105,0.8692194223403931,0.8055555820465088,0.5999419689178467,0.7833333611488342,0.06406095623970032,0.5175302028656006,0.07654867321252823,0.138790562748909,0.0,0.180471271276474,0.20424973964691162,0.42595502734184265,0.5289424657821655,0.21378196775913239,0.0,0.06238199397921562,1.0,0.08030302822589874,0.08030302822589874,0.949999988079071,0.08030302822589874,6
