,ASRs
0.02,0.3233245804315561
0.03,0.4428587738326293
0.039999999999999994,0.5228907409521635
0.049999999999999996,0.5802032195456103
0.06,0.6278113939947483
0.06999999999999999,0.6553259504509648
0.07999999999999999,0.6874072382692088
0.09,0.7104692316474484
0.09999999999999999,0.7281653156753054
0.10999999999999999,0.7366137686950565
0.11999999999999998,0.7444913802945542
0.12999999999999998,0.7549948624272177
0.13999999999999999,0.767439205388743
0.14999999999999997,0.7753168169882406
0.15999999999999998,0.7803402214864711
0.16999999999999996,0.7897020207786277
0.17999999999999997,0.7919853864596416
0.18999999999999997,0.7989496517867336
0.19999999999999996,0.8057997488297751
