,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0,0.09619411,0.22079365,0.8827606,0.13301778,0.9707937,0.52920634,0.57055974,0.5066502,0.61741,0.55948585,0.85142905,0.8180957,0.6736516,0.8180959,1.5423632e-08,0.053558543,0.91867876,4.245431e-08,1.308888e-08,0.07572463,0.82598704,8.342128e-08,0.44541597,0.24929218,5.46362e-09,0.02920677,1.0,0.05950966,0.049284913,0.059509825,0.039833505
1,0.19768606,0.014673289,0.8012388,0.8012388,1.0,0.6817236,0.59742725,0.5711113,0.6989309,0.5711114,0.7143525,0.71435267,0.62546366,0.80324143,0.052314285,0.24995416,0.99999994,0.052314103,0.05231467,0.5182113,0.7753625,0.052314103,0.3589001,0.22687119,0.052313827,0.05231381,1.0,2.2253264e-08,2.0694307e-08,0.0826173,3.8578425e-09
2,0.26719856,0.049788736,0.870752,0.870752,0.91581416,0.76719856,0.54727376,0.5999053,0.6412587,0.53599554,0.77275413,0.71719855,0.71719855,0.8727541,0.017198563,0.43017793,0.65438455,0.017198563,0.0,0.6383948,0.28815296,0.0,0.38069347,0.16107641,0.017198563,0.017198563,0.9727077,0.013104469,0.013104469,0.013104469,0.013104469
3,0.20696068,0.023947977,0.8105141,0.8105141,0.89659274,0.8105141,0.5067281,0.58102083,0.68965584,0.5618363,0.71251625,0.63473845,0.63473845,0.9319282,0.0,0.58777875,0.55631363,0.03516584,0.0,0.5582544,0.20358497,0.043039322,0.4241033,0.2657014,0.0,0.0,0.9467545,0.07334235,0.07334235,0.0,0.07334235
4,0.3206063,1.7698095e-08,0.782947,0.78294665,0.6793933,1.0,0.57060665,0.6758697,0.69466656,0.5706066,0.8261618,0.7706063,0.74838406,0.81828254,0.0706068,0.83560133,0.36597183,0.07060666,0.0706068,0.8408057,0.111974955,0.07060639,0.31459633,0.30607158,0.070606366,0.0706064,0.920355,2.8113496e-08,2.8731547e-08,0.98335093,5.0444813e-09
5,0.25076294,0.06775024,0.8527905,0.85431635,0.6286466,0.98372585,0.47668067,0.6232972,0.5819438,0.47668067,0.78812593,0.6785407,0.7325704,0.92145926,4.3392257e-07,0.88714266,0.38621032,0.00076293945,1.5420916e-06,0.8517598,0.41629285,0.00076293945,0.41560456,0.13808763,0.00076293945,0.038223606,0.98868936,0.029540092,0.03106597,0.99923706,0.029540092
6,0.07132661,1.3799162e-07,0.6748798,0.6748802,0.42745903,0.82132643,0.65611714,0.8252902,0.7425834,0.6786736,0.96756256,0.82311815,0.93422925,0.99999994,0.20325567,0.76921237,0.40581223,0.19342287,0.28360528,0.6765205,0.36502144,0.19336407,0.59622234,0.30478072,0.17882113,2.3759821e-07,0.88592255,1.6733338e-07,1.490518e-07,0.8213263,6.337079e-08
7,0.25394344,0.063043855,0.85749686,0.8574947,0.37453392,0.97901946,0.51485354,0.6426731,0.5599663,0.53740996,0.7706101,0.6817212,0.70394343,0.859499,0.19369668,0.9459091,0.02260523,0.11011752,0.46984062,0.77989703,0.14610903,0.04012791,0.4405086,0.14029057,0.0,0.0,0.99224794,0.034246475,0.026359588,0.99605656,0.026359588
8,0.23487657,0.051863912,0.8384299,0.83843005,0.2651236,0.91788924,0.5675833,0.6089368,0.5564768,0.52623004,0.68487656,0.6848766,0.71821,0.87067896,0.39785585,0.68670654,0.015123509,0.23266411,0.6177175,0.32047495,0.015123464,0.077874094,0.58564216,0.3201172,1.1222021e-08,0.03959768,1.0,0.04542651,0.045426447,1.0,0.04542647
9,0.27122116,0.045766138,0.83233225,0.83233225,0.12522545,0.8747746,0.6452813,0.6678377,0.58513093,0.56257457,0.6565566,0.6565566,0.6454455,0.8010011,0.5659606,0.5344955,0.02122116,0.30834013,0.53643626,0.18176681,0.02122116,0.05794729,0.6055888,0.46994805,0.023513788,0.09643893,0.96864897,0.00908187,0.00908187,0.00908187,0.051521786
10,0.28389984,0.10088672,0.8196535,0.8196534,0.100886926,0.78389955,0.6391628,0.6579597,0.5978094,0.6391628,0.6661004,0.6438784,0.6661005,0.6994339,0.7988946,0.408038,0.033899732,0.46261123,0.8040992,0.21648076,0.03389953,0.13358465,0.64008224,0.5870706,6.053013e-10,0.17988026,1.0,1.37983305e-08,1.0,0.06420237,8.905049e-09
11,0.27568913,0.04130082,0.82786435,0.8278643,3.981777e-07,0.6037204,0.6497493,0.6083959,0.5444861,0.6309523,0.65208864,0.7076442,0.76319975,0.67431086,0.9135947,0.35975826,0.025689125,0.6195928,0.876686,0.44121903,0.025688691,0.24499619,0.76039696,0.55000585,0.028771035,0.4773982,0.9658086,0.004613906,0.9743109,0.055992156,0.004613906
12,0.25442982,0.06255748,0.8491236,0.8491236,0.0,0.5044298,0.65104634,0.5683396,0.5457832,0.62849,0.64001465,0.75112575,0.7933187,0.67334795,0.95231575,0.23156846,0.0,0.57472456,0.85962397,0.34021157,0.0,0.14667197,0.7723661,0.4172147,0.0075639095,0.97629064,0.9877096,0.025873214,0.99993885,0.03473285,0.03473285
13,0.2596159,0.0573714,0.8631693,0.8631693,0.026652984,0.38020638,0.6370006,0.57352567,0.51841205,0.56933147,0.68739367,0.6903841,0.86517143,0.7459397,0.9594684,0.03616457,0.0,0.5351235,0.7934564,0.15966837,0.0,0.12994339,0.80621636,0.54346454,0.0,0.9878758,0.99920684,0.03991893,1.0,0.020687133,0.03991893
14,0.2592926,0.0762799,0.8442608,0.86284596,0.0762799,0.2407074,0.61476755,0.5320608,0.5095044,0.56965476,0.6907074,0.72404075,0.84626293,0.74626297,0.6622905,0.0,0.0,0.90113133,0.29605892,0.0,0.009292603,0.7280754,0.8221854,0.40512627,0.011857192,1.0,0.9794527,0.021010429,0.9907074,0.039595634,0.021010429
15,0.3319617,0.0,0.7715915,0.7715913,0.22840826,0.09171483,0.7285783,0.6458715,0.60075873,0.72857827,0.5958161,0.7486283,0.80692726,0.56248283,0.59523606,0.08196173,0.081961714,0.8577728,0.2425075,0.08196183,0.081961654,0.7333583,0.7330172,0.0,0.08396201,1.0,1.0,0.039619923,0.0,0.11226476,0.1122647
16,0.23554431,0.052531667,0.83909774,0.839098,0.26445577,0.08144294,0.6385158,0.5783654,0.5144556,0.6610722,0.6922335,0.7144557,0.90334463,0.64778906,0.45103392,0.014455553,1.254933e-07,0.6059966,0.19703692,0.014455688,1.2338746e-06,0.72321504,0.81267667,0.1662136,6.460055e-05,0.9855368,0.99999976,0.9999999,0.015847292,0.044758674,0.9999998
17,0.2566328,0.0736201,0.8469206,0.8469206,0.36395767,0.010404281,0.57607394,0.5121642,0.48315313,0.61742735,0.72670054,0.7955217,0.9155894,0.63781166,0.3920802,3.913849e-07,0.006632805,0.4422277,0.4088971,0.006632805,0.006632294,0.6204838,0.83800924,0.0090371305,0.0072259367,0.8712253,0.9801281,0.9933672,0.036935836,0.023670226,0.9999998
18,0.25364876,0.06333854,0.8572022,0.84990466,0.49635124,0.003648758,0.5675585,0.54500216,0.50364876,0.6690623,0.7519068,0.7852401,0.88524014,0.7630179,0.2307874,0.003648758,0.01839802,0.24455337,0.3394305,0.003648758,0.01833921,0.3572689,0.81170434,0.2991065,0.0038005295,0.9915976,0.9875703,0.99635124,0.026654273,0.03395179,0.9999932
19,0.25061512,0.06760242,0.8529383,0.85416853,0.6300247,0.017652206,0.56329465,0.51818186,0.5407383,0.6460014,0.69938487,0.85617065,0.8549404,0.6450596,0.025933553,0.0,0.11467608,0.025933553,0.14943735,3.6866113e-06,0.044686474,0.15363462,0.810056,0.3155017,0.0,0.85316396,0.98899376,1.0,0.029687911,0.030918151,0.9993849
20,0.24692822,0.07005908,0.8566252,0.8566252,0.7469282,0.06391551,0.5382816,0.5157252,0.5382816,0.64354473,0.7363987,0.85248375,0.85248375,0.5635949,0.0,0.0,0.25085938,0.003071785,0.0,0.0,0.08072131,0.003071785,0.82234937,0.25531876,0.0,0.71407706,0.9860651,1.0,0.033374816,0.027231246,0.9969282
21,0.23087215,0.086115144,0.83442557,0.87268126,0.87268126,0.12731877,0.5447819,0.49966913,0.52222556,0.52222556,0.66143495,0.86976105,0.8030944,0.8413501,0.0,0.019127846,0.30624682,0.0,0.0,0.011461821,0.055853974,0.019127846,0.82492524,0.25579697,0.0,0.47235432,0.9693035,0.049430877,0.049430877,0.049430877,0.049430877
22,0.2465477,0.0704396,0.85588986,0.8570057,0.936465,0.2534523,0.56045747,0.4965477,0.6018109,0.56045747,0.7034523,0.8854366,0.72988105,0.7590079,0.0,0.003452301,0.4252596,0.0,0.0,0.0,0.096232906,0.0,0.75500137,0.22139958,0.0,0.26236323,0.9917418,0.033755332,0.033755332,0.033755332,0.033755332
23,0.24151516,0.07547214,0.8450686,0.86203825,0.97447807,0.37907532,0.51031214,0.48591042,0.59677833,0.5554249,0.7973737,0.91373736,0.7084848,0.7640404,0.0,0.00848484,0.5854188,0.0,0.0,0.00848484,0.21082261,0.0,0.6939281,0.19504306,0.0,0.031664032,0.996665,0.03878787,0.03878787,0.03878787,0.03878787
24,0.23265909,0.04964582,0.87089497,0.8362119,0.98265845,0.51734155,0.55869496,0.51734155,0.6414017,0.53613853,0.7715477,0.8715477,0.6604368,0.7493253,0.017341519,0.0320908,0.59649533,0.017341549,0.017341526,0.032031983,0.14108247,5.559486e-09,0.55592436,0.14859417,0.017341048,0.020913053,1.0,0.012961797,0.012961543,0.012962089,0.012962273
25,0.24302587,0.0600132,0.50697416,0.99999994,0.9759891,0.6363835,0.52577084,0.5483273,0.5859214,0.5483274,0.8485815,0.8485815,0.7623573,0.74858147,0.006973831,0.12103505,0.5377655,0.0069739977,0.0069738566,0.037097268,0.13258556,1.335969e-07,0.4770574,0.17663163,0.006974135,0.007291456,0.9963451,0.023328863,0.023328941,0.037276994,0.02332882
26,0.28550148,0.10248878,0.46449852,0.9644985,0.9685142,0.7144985,0.5201513,0.5058519,0.61444885,0.55429846,0.82005405,0.891057,0.7200541,0.8577237,0.0,0.28328907,0.9273402,0.0,0.03550148,0.11315101,0.75428426,0.03550148,0.4206401,0.11801987,0.0,0.0,1.0,0.06580451,0.06580451,0.06580451,0.06580451
27,0.27999315,0.09698049,0.4700066,1.0,0.88354653,0.82356024,0.4888038,0.5113602,0.61662334,0.48880383,0.85889584,0.8522153,0.61445135,0.8522153,0.0,0.25712577,0.8058043,0.0,0.0,0.0067330264,0.84531325,0.029993188,0.4705787,0.25610712,0.0,0.029995624,0.95995027,0.00030994916,0.06029614,0.060296148,0.00030993382
28,0.28054523,0.09753253,0.46945477,1.0,0.71945477,0.9024675,0.53054523,0.6358084,0.67716175,0.5493422,0.85834366,0.7638786,0.66387856,0.791677,0.030545235,0.39816666,0.58990705,0.030545235,0.030457694,0.13023044,0.7682158,0.030545235,0.40532297,0.17595981,0.030545235,0.030545458,1.0,0.0,0.060848266,1.0,0.0
29,0.25247383,0.06451347,0.49752617,0.99752617,0.6318834,0.9804891,0.47991744,0.607737,0.626534,0.50247383,0.91974837,0.7024738,0.6469183,0.85802937,0.0024738312,0.5963775,0.43806872,0.0,0.0024738312,0.22178128,0.61632484,0.0024726903,0.45622885,0.18354186,0.0,0.002473851,0.9919524,0.032776862,0.032776862,1.0,0.032776862
30,0.21575376,0.032740913,0.46575361,0.9657537,0.46575361,0.96575356,0.5342463,0.65830654,0.69965994,0.55304337,0.8546425,0.64353144,0.73242027,0.7879759,0.048995603,0.6134008,0.275151,0.060794964,0.048936773,0.1853482,0.38786647,0.185348,0.5090443,0.1657606,8.167429e-05,9.1192875e-09,0.95469993,3.151802e-08,5.8034125e-08,0.9999999,0.06454945
31,0.23236442,0.08462268,0.4823639,1.0,0.3882267,0.9653271,0.5237179,0.56131184,0.66425186,0.5650713,0.83792007,0.7731909,0.62680906,0.75096893,0.09642501,0.5271041,0.044184677,0.1711546,0.026435956,0.1334541,0.17188555,0.43211603,0.55452967,0.18141817,1.827937e-08,1.1398589e-08,1.0,0.047938816,0.04793879,1.0,0.047938604
32,0.2085123,0.10845722,0.4585123,0.99999756,0.2914877,0.89152503,0.4998657,0.5374597,0.6051288,0.6051288,0.8970432,0.79704326,0.60815436,0.66370994,0.20629992,0.85035104,5.355542e-07,0.3557591,0.036161833,0.6772951,1.080315e-06,0.59754694,0.64420295,0.33833542,4.5519127e-07,6.4112237e-07,0.9999998,0.071790725,0.071790725,0.9999998,0.071790725
33,0.25765228,0.059335016,0.5076523,0.9923477,0.1540989,0.8612057,0.5337011,0.6542688,0.5490057,0.7144192,0.8298745,0.65209675,0.8298745,0.59234774,0.29477125,0.7834635,0.0076522827,0.60404265,0.04437841,0.82063335,3.409594e-07,0.75834984,0.6566667,0.43476266,8.743668e-08,0.17965119,0.9829334,0.037955314,0.022650748,0.022650748,0.037955314
34,0.20619376,0.023181196,0.45619386,0.9561939,0.11079348,0.78178185,0.56145704,0.6028104,0.60771585,0.64416385,0.7771395,0.67713946,0.79936165,0.6660284,0.3849058,0.57664615,0.043806184,0.721189,0.11457559,0.6938644,2.4890674e-09,0.8759152,0.6798633,0.47480944,2.6617957e-09,0.40760615,0.94692564,0.016196823,1.0,1.6900152e-08,0.07410911
35,0.3457307,0.16271766,0.40427002,0.99999994,6.1393486e-09,0.72514015,0.5095329,0.52833,0.4681797,0.63359314,0.60427004,0.5487145,0.65982556,0.48204777,0.49817356,0.33986503,7.82325e-09,0.7862759,0.12357707,0.70958084,0.029421682,0.7552669,0.70330065,0.49572864,0.09875496,0.6197915,0.89594316,7.353857e-09,0.99999994,3.0411524e-08,1.4712722e-08
36,0.2076177,0.024605008,0.45761773,0.9576176,0.042382292,0.5055802,0.66644245,0.70779586,0.5611793,0.7717056,0.6353955,0.7242844,0.8090489,0.5757156,0.6215367,0.2832869,0.04238228,0.899604,0.1934842,0.3112379,0.0,0.81281185,0.78247714,0.569837,0.0,0.9340431,1.0,0.07268529,0.9621406,0.07268528,0.0726853
37,0.24817753,0.06516483,0.5018225,0.9999996,0.018859558,0.368768,0.5771249,0.64479405,0.53953093,0.72750086,0.75737804,0.64626694,0.75737804,0.53515583,0.54291695,0.0247262,5.091009e-07,0.9421303,0.13782121,0.15242727,8.501348e-07,0.8575689,0.8209986,0.22592704,0.0010894542,0.9960651,0.98893446,0.032125503,0.9981775,0.032125503,0.032125503
38,0.23351479,0.050502084,0.4835148,0.9835148,0.08347251,0.23351479,0.5954326,0.66310173,0.5352822,0.7232521,0.7720408,0.5831519,0.83870745,0.5498186,0.90832394,1.0048895e-07,1.1502366e-07,0.86945385,0.735268,1.6131104e-07,3.7543754e-07,0.835561,0.8014289,0.35306647,5.0674974e-08,0.99995106,0.99999994,0.046788245,0.9999999,0.046788245,0.046788245
39,0.28347787,0.100465104,0.46652216,0.96652204,0.17992441,0.17992443,0.68009436,0.57483125,0.5522748,0.7628012,0.6109666,0.7887444,0.7887444,0.4776333,0.809289,0.033477847,0.033477858,0.8102723,0.84879786,0.033477932,0.03347789,0.842502,0.81215376,0.15171334,0.035446785,1.0,0.95409876,0.06377345,0.0,0.06378083,0.06378084
40,0.24116707,0.07582023,0.50883293,0.99999964,0.25883293,0.058154367,0.6377836,0.55507684,0.50996405,0.679137,0.64216626,0.74672264,0.83105516,0.60883296,0.61161935,4.4243623e-07,0.0088329315,0.61260265,0.7288376,8.175884e-07,0.0088329315,0.642621,0.8625156,0.43063375,1.9989656e-07,0.9911486,0.9988812,0.9999999,0.03901282,0.039135963,0.99116707
41,0.25017422,0.06681284,0.50017446,0.99982625,0.3704162,0.017211504,0.6242345,0.5640841,0.50017434,0.6655879,0.6446189,0.7557299,0.8556882,0.59982556,0.43576914,0.00017430617,0.00017443336,0.35612318,0.61402535,0.00017387765,0.00017422979,0.30727568,0.83647215,0.14353955,0.0007608183,0.8285856,0.98732823,0.9998256,0.030128632,0.030128792,1.0
42,0.19388485,0.010872148,0.48665708,0.94388485,0.5551442,0.0,0.7215287,0.57491213,0.57491213,0.70273167,0.8227818,0.7105515,0.7802619,0.61341673,0.29701978,0.05611515,0.08266382,0.11996568,0.4097353,0.0,0.09498663,0.0,0.81874686,0.10787273,0.0,0.6368964,1.0,0.94388485,0.08641818,0.06739284,0.976725
43,0.21603462,0.0,0.6468544,0.8531456,0.732648,0.1638915,0.7934709,0.6882078,0.72956115,0.77091455,0.79129887,0.60870117,0.58647895,0.5002487,0.17285563,0.1468544,0.2953873,0.03174872,0.2659893,0.14657702,0.2676262,0.0,0.5881878,0.14685442,0.0,0.3204905,1.0,0.8531456,0.005593365,0.0,0.8531456
44,0.24607182,0.063059114,0.5039282,1.0,0.7539282,0.07091548,0.64268833,0.5148688,0.64268833,0.57877856,0.5705777,0.81829405,0.61829406,0.7516274,0.0039281845,0.0039281845,0.401175,0.0,0.0039281845,0.0039281845,0.63510644,0.0,0.71209663,0.003928199,0.0,0.04620063,0.981407,1.0,0.034231216,0.026374847,1.0
45,0.22836977,0.045357037,0.47836986,0.9783698,0.87518364,0.16807677,0.56298363,0.5404272,0.72839713,0.58554,0.800592,0.800592,0.5783698,0.73392534,0.021630244,0.021630233,0.6224168,0.021630282,0.021630146,0.021630276,0.7443719,0.021630265,0.67683417,0.021630036,1.2996013e-08,2.9511125e-07,1.0,0.008672766,0.051933285,0.05193326,0.008709237
46,0.24495764,0.061944567,0.49495742,0.9949574,0.9380557,0.2550427,0.56895256,0.5238398,0.6930126,0.56895256,0.75051266,0.8171794,0.6171794,0.69495714,0.0050427625,0.0050426885,0.7700378,0.0050428608,0.005042569,0.0050426577,0.8371105,0.0050428417,0.6481046,0.00504203,3.5477044e-08,9.474217e-07,0.9931339,0.025260085,0.035345968,0.035345875,0.03534604
47,0.24935913,0.06762817,0.49935913,0.9999999,0.9836038,0.3699496,0.5632689,0.49935913,0.72868246,0.54071254,0.7549147,0.85491467,0.57840705,0.7339742,6.178969e-08,3.2795966e-09,0.881365,4.840669e-08,5.1757794e-08,2.88254e-08,0.850356,1.1678823e-08,0.5788871,0.00064088387,1.9681606e-08,6.582427e-08,0.9887457,0.0309439,0.0309439,0.0309439,0.0309439
48,0.2418871,0.05887439,0.5081129,1.0,0.9918871,0.5081129,0.5106841,0.5269099,0.72154003,0.4918871,0.75855374,0.8141093,0.52522045,0.8141093,0.0,0.03466158,0.93387336,0.0,0.0,0.14298888,0.84708124,0.0,0.523987,0.008112922,0.0,0.0,0.9962189,0.03841594,0.03841594,0.03841594,0.022190124
49,0.2685872,0.08905818,0.12437603,0.8756243,0.960892,0.60733867,0.5634243,0.60477763,0.7513942,0.54086787,0.7334847,0.71126246,0.5112625,0.766818,0.022070885,0.16671968,0.9660237,0.022070885,0.022070885,0.3924097,0.8814623,0.022070885,0.46942347,0.022070313,0.022070885,0.013824007,0.99999994,0.0082321465,0.0082321465,0.052373916,0.0082321465
50,0.2404728,0.057460092,0.13691941,0.8440262,0.9424739,0.7404728,0.5283242,0.6561437,0.7162941,0.5508806,0.812695,0.61269504,0.54286057,0.7984161,0.009527206,0.406774,0.87641186,9.067207e-08,0.009527206,0.6295074,0.842519,3.6820964e-07,0.42065814,0.0095264735,8.191153e-08,0.00952722,0.99763334,0.039830238,0.020775825,0.039830238,0.039830238
51,0.24489594,0.061883233,0.14134255,0.8586575,0.8586575,0.8586575,0.52390105,0.71187097,0.7344274,0.52390105,0.8272421,0.6051041,0.5162152,0.81711817,0.005104065,0.59568256,0.78189856,0.005104065,0.005104065,0.76089805,0.8039201,0.0,0.4141954,0.0051040794,0.005104065,0.0,0.9932102,0.035407096,0.035407096,0.025198966,0.025198966
52,0.24545574,0.06244304,0.14190236,0.84900916,0.74545574,0.92846847,0.52334124,0.6925142,0.6925142,0.50454426,0.817678,0.617678,0.59545577,0.8510113,0.004544258,0.76953936,0.62597984,0.004544258,0.004544258,0.8366534,0.63833153,0.004544258,0.41377324,0.0045442726,0.004544258,0.0,0.9835619,0.03484729,0.025758773,1.0,0.03484729
53,0.21820553,0.03519318,0.17824079,0.8217589,0.59761566,0.95116925,0.531794,0.7611173,0.69720757,0.531794,0.8873492,0.54598415,0.56820637,0.8237618,0.031794023,0.91379994,0.3877427,0.031793922,0.03179387,0.88279116,0.33924398,0.031793643,0.44331294,1.5748437e-09,0.03179364,0.016141064,0.9563124,4.53775e-10,2.3281927e-09,0.96820605,0.06209681
54,0.25355625,0.07054355,0.14289036,0.85710967,0.5035562,0.99644375,0.5152407,0.7257671,0.64306027,0.49644375,0.818666,0.53656703,0.5964438,0.8591118,0.022992421,0.93843,0.12548348,0.009226442,0.14754553,0.8587504,0.036085106,0.010901477,0.46483085,0.003556266,4.6243352e-07,2.2422589e-07,0.9914852,0.033859283,0.033859283,0.9999998,0.02674678
